#{"t_start": 1754214100.0321314, "env_id": "None"}
r,l,t
175.89998,172,1123.29681
183.849998,173,1123.444945
1089.099923,300,1123.694171
134.65,107,1123.783253
475.85,163,1123.913371
81.499999,182,1124.433844
809.899993,250,1124.639031
351.200001,180,1124.793171
77.299999,166,1124.933299
378.349999,151,1125.09945
-105.0,100,1125.216557
-105.0,100,1125.306638
553.099987,192,1125.830114
292.449993,173,1125.975246
1147.099907,300,1126.233481
-104.95,99,1126.322562
47.749999,137,1126.441671
657.949965,205,1127.012189
152.400006,144,1127.142308
207.399996,204,1127.315466
811.199929,252,1127.519651
407.699996,148,1127.635757
498.500006,202,1127.804911
-105.0,100,1128.258323
498.499961,172,1128.412463
-105.0,100,1128.497048
670.349919,249,1128.710238
586.649988,193,1128.87739
12.8,144,1129.000502
15.149997,153,1129.484943
406.049955,165,1129.620066
56.149985,123,1129.729165
388.549993,149,1129.861285
736.999947,252,1130.079484
-7.3,146,1130.203643
339.75,145,1130.678309
616.599999,220,1130.859473
338.99997,176,1131.00861
224.549953,169,1131.146735
34.050004,149,1131.271849
-61.5,130,1131.384952
467.299998,166,1131.896417
206.899998,186,1132.051558
833.899958,250,1132.265753
540.099972,214,1132.435908
-10.5,130,1132.547009
-105.0,100,1132.635089
570.549987,207,1133.191595
250.749983,165,1133.332723
185.849992,129,1133.43882
50.199968,132,1133.54892
555.749952,215,1133.73609
39.19999,140,1133.859202
429.849985,165,1133.990321
89.399998,168,1134.497784
-105.0,100,1134.58186
550.999974,186,1134.734999
145.85,143,1134.854107
362.199993,194,1135.017256
333.749986,205,1135.181406
-39.5,130,1135.647829
335.999994,218,1135.827993
121.749994,165,1135.969122
689.14992,251,1136.172307
129.349986,139,1136.281406
478.350007,169,1136.774855
-23.65,113,1136.888959
648.55,237,1137.083135
1221.599945,300,1137.336365
-104.95,99,1137.421443
61.549999,181,1137.573581
-105.05,101,1138.003973
156.09999,140,1138.123081
494.999987,182,1138.276221
459.649984,163,1138.40734
807.199959,282,1138.636548
351.549998,203,1138.797695
574.049985,205,1139.330683
657.649999,209,1139.501839
136.8,144,1139.615942
622.299969,222,1139.796107
880.750006,289,1140.385643
-105.05,101,1140.46972
687.749955,223,1140.653012
1118.899967,300,1140.901417
-104.9,98,1140.979488
133.449979,145,1141.103601
177.849996,117,1141.196686
131.699994,112,1141.638087
302.449999,201,1141.807241
43.85,141,1141.92735
1114.600003,300,1142.188587
178.549978,129,1142.294684
483.299975,214,1142.844184
-104.95,99,1142.928261
41.45,131,1143.039362
190.349992,141,1143.159471
-66.55,131,1143.275576
-105.0,100,1143.359653
335.649997,157,1143.491773
-104.9,98,1143.574849
-35.6,132,1144.06029
440.649966,163,1144.200418
257.949999,165,1144.337543
356.200004,196,1144.503694
55.449999,143,1144.625804
151.349999,165,1144.763931
561.849988,189,1145.288408
382.849986,159,1145.424531
490.049993,171,1145.571665
722.049992,253,1145.778853
141.849977,149,1145.904968
-45.6,132,1146.016069
1234.399952,300,1146.674669
-66.55,131,1146.781766
582.199993,208,1146.956925
-85.7,114,1147.054014
573.850002,193,1147.228172
178.199998,186,1147.390319
587.049982,209,1147.998873
618.599971,212,1148.191048
237.899995,142,1148.327172
796.499933,254,1148.570392
164.19999,164,1148.715525
600.050001,195,1149.273032
893.049975,275,1149.502744
149.599985,142,1149.620851
1155.899885,300,1149.87208
542.850005,243,1150.45461
372.299985,166,1150.593736
718.699981,258,1150.822945
64.95,121,1150.929041
569.800006,186,1151.079356
897.149958,289,1151.688033
31.199998,134,1151.792128
693.549982,245,1152.005322
291.65,187,1152.173475
696.299999,230,1152.370654
946.499986,294,1152.991219
520.349957,227,1153.183393
-7.000012,150,1153.312511
1254.599884,300,1153.549727
-105.0,100,1153.634804
-21.250001,137,1153.75191
577.949996,231,1154.376478
520.949996,239,1154.572657
409.199997,156,1154.701775
68.999968,144,1154.816879
554.199957,206,1154.990036
1270.299913,300,1155.604596
307.34999,171,1155.754733
240.89998,164,1155.884851
51.7,146,1156.003959
334.94999,145,1156.130073
488.449988,237,1156.677572
420.600001,216,1156.853732
436.299959,186,1157.009874
-85.75,115,1157.109965
333.399989,128,1157.217062
-59.75,115,1157.332167
704.149957,229,1157.946726
667.349987,215,1158.129893
313.449977,149,1158.258009
655.800002,226,1158.445179
-42.55,131,1158.557282
935.699947,282,1159.147819
106.449997,153,1159.274935
204.049998,169,1159.423069
848.899934,274,1159.655784
689.900006,226,1159.852964
107.2,116,1159.953055
234.050005,193,1160.463519
577.399987,220,1160.652691
669.749974,229,1160.852873
716.649966,233,1161.052054
74.349973,135,1161.163156
208.149976,169,1161.659895
794.949988,261,1161.871088
1136.299957,300,1162.113308
607.099987,196,1162.274454
-43.5,130,1162.397567
259.499988,182,1162.921043
772.399962,258,1163.140242
-23.7,138,1163.257349
493.749999,215,1163.437513
-78.7,114,1163.528596
104.7,146,1163.645702
297.649993,119,1164.107121
765.39994,240,1164.313309
559.099992,216,1164.496476
932.999993,300,1164.745702
161.599997,168,1165.243155
264.099999,180,1165.389288
464.449883,197,1165.548433
496.099948,202,1165.719588
383.600001,208,1165.904756
106.85,143,1166.019861
627.649999,213,1166.543337
315.049969,137,1166.65544
1054.099939,300,1166.910672
853.249994,267,1167.132874
372.999965,166,1167.267997
68.899995,110,1167.736423
-78.65,113,1167.828506
800.250008,291,1168.066723
1243.999866,300,1168.31595
-85.85,117,1168.409035
15.6,128,1168.87646
235.1,158,1168.999572
114.749998,139,1169.110673
393.15,171,1169.262811
702.049982,229,1169.450983
4.599979,142,1169.565086
639.249993,241,1170.13511
233.149992,137,1170.248213
199.299999,172,1170.382335
274.4,144,1170.499441
-105.0,100,1170.586521
207.499992,132,1170.694619
-85.7,114,1170.790706
149.299999,118,1170.891798
261.74999,115,1171.341208
-11.65,113,1171.433291
280.449998,127,1171.541389
1196.399982,300,1171.787731
-104.9,98,1171.866891
-105.0,100,1171.954044
422.749999,209,1172.123197
537.549988,217,1172.693716
-105.05,101,1172.772789
540.249975,285,1173.013007
24.199998,136,1173.12611
248.349973,175,1173.269241
890.550003,289,1173.863781
570.799997,210,1174.032935
161.94997,161,1174.170059
71.849967,139,1174.290169
445.149998,223,1174.470333
994.999945,294,1175.068877
776.199998,266,1175.289077
71.599983,126,1175.387167
176.449984,135,1175.497267
805.699998,256,1175.712462
643.199972,250,1176.274974
747.349988,283,1176.513191
-104.9,98,1176.596267
-105.0,100,1176.681344
119.35,113,1176.77643
-60.5,130,1176.884529
128.55,109,1176.983619
1188.799947,300,1177.615194
86.599998,172,1177.779343
-65.75,115,1177.868423
643.749977,211,1178.041581
1058.0,300,1178.655139
434.550003,233,1178.846313
1064.499993,300,1179.100544
297.600003,232,1179.299726
844.349955,249,1179.853229
362.45,151,1179.982347
214.4,132,1180.092447
186.349999,147,1180.207551
355.549989,151,1180.32666
1101.499964,300,1180.569384
501.649999,179,1181.088856
342.849996,147,1181.207965
453.349987,189,1181.376117
310.749966,147,1181.501231
822.49999,266,1181.715426
1284.199991,300,1182.313226
180.6,152,1182.44038
457.300002,184,1182.599526
-85.75,115,1182.687606
532.449971,193,1182.865768
35.5,130,1182.97887
55.9,162,1183.468316
536.099998,180,1183.610445
533.449996,183,1183.765587
-85.75,115,1183.854667
-104.95,99,1183.93474
64.4,132,1184.043839
1150.299982,300,1184.648389
226.099992,158,1184.780509
391.950002,229,1184.982693
74.649999,165,1185.193885
511.750002,215,1185.394068
644.999981,236,1185.593249
605.899994,210,1186.139746
751.099968,292,1186.398982
812.549969,285,1186.647207
376.299984,188,1186.80435
707.4,236,1187.379874
-66.8,116,1187.479965
609.400002,234,1187.670138
197.799992,114,1187.761221
283.849998,173,1187.919365
28.449989,141,1188.033468
852.100002,270,1188.615998
224.25,175,1188.757127
245.949999,141,1188.877236
911.649996,291,1189.111449
182.799989,148,1189.241567
276.149984,213,1189.792068
70.449993,111,1189.883151
1060.099986,300,1190.128374
447.04999,161,1190.257491
-28.200001,136,1190.370595
1196.999953,300,1190.974648
-11.100002,144,1191.093757
440.999972,232,1191.291937
64.549994,155,1191.420054
79.249999,153,1191.552173
438.599979,212,1192.08666
10.1,150,1192.214776
167.300004,190,1192.366915
965.399943,300,1192.612333
358.649966,187,1192.767568
-11.7,114,1192.859652
20.849995,151,1193.377122
545.199969,184,1193.529261
84.549999,153,1193.656376
-24.250034,155,1193.780489
-105.05,101,1193.86957
1114.599987,300,1194.114793
465.499949,186,1194.631263
533.699898,276,1194.855467
413.5,210,1195.026623
261.149969,183,1195.175759
-105.1,102,1195.255831
493.199989,200,1195.778307
-38.8,116,1195.872392
112.549993,129,1195.98049
164.75,167,1196.117616
3.100006,148,1196.241728
950.599958,300,1196.498962
606.89999,236,1197.047461
355.699991,150,1197.16757
568.649963,247,1197.374759
581.199992,202,1197.538908
564.599987,208,1197.708062
92.549998,173,1198.226533
-105.05,101,1198.312612
575.699903,210,1198.495779
650.599987,202,1198.665933
970.249987,287,1198.900147
555.099994,186,1199.416616
479.099996,174,1199.561748
34.6,128,1199.663841
142.400005,184,1199.817981
1096.799979,300,1200.055197
219.049985,151,1200.181312
130.5,160,1200.658746
168.05,159,1200.793869
1212.699973,300,1201.042095
208.550005,161,1201.173717
312.15,189,1201.331861
57.15,117,1201.784273
542.399992,192,1201.940415
453.449993,177,1202.086548
24.45,131,1202.192645
438.899979,220,1202.368804
246.649992,113,1202.472899
272.850006,157,1202.948954
86.699988,154,1203.071693
451.7,186,1203.242887
180.599997,170,1203.384015
29.850005,151,1203.506126
-56.55,131,1203.614225
106.249962,143,1203.734334
15.749995,153,1204.211768
649.149987,257,1204.423961
116.099999,150,1204.548074
-85.85,117,1204.649166
64.45,131,1204.755263
13.45,131,1204.864362
9.85,103,1204.947438
266.749982,193,1205.467911
73.099985,124,1205.572006
400.749979,163,1205.710131
33.8,124,1205.815227
348.899982,192,1205.977374
555.449999,197,1206.140522
823.450004,261,1206.714044
450.999996,188,1206.872188
271.699993,168,1207.010314
-105.1,102,1207.09439
926.499972,280,1207.345619
404.30001,212,1207.891115
140.399988,134,1208.003217
691.549925,259,1208.217412
-105.0,100,1208.311498
-18.3,146,1208.437612
1074.699992,300,1209.043163
-5.35,147,1209.156266
670.299975,220,1209.340434
335.549969,187,1209.495575
426.999972,206,1209.672736
-105.0,100,1209.75481
489.999983,218,1210.30431
389.349985,195,1210.465457
-2.35,147,1210.584565
411.049968,193,1210.750716
885.599957,288,1210.982928
1168.899973,300,1211.592986
336.199969,174,1211.744123
618.449981,229,1211.935297
-34.100003,138,1212.052404
332.999996,176,1212.194533
142.899979,130,1212.302631
568.499946,218,1212.848127
420.199972,154,1212.976244
480.650006,219,1213.153404
1124.599962,300,1213.42335
-32.250001,137,1213.540457
-63.5,130,1214.034907
115.75,145,1214.155015
-52.4,128,1214.266117
-19.5,132,1214.382222
424.999999,172,1214.53336
393.99998,136,1214.656471
17.55,129,1214.759565
-85.75,115,1215.215981
451.59998,180,1215.368119
5.65,147,1215.492232
112.85,143,1215.618347
545.550007,179,1215.768484
-51.55,131,1215.870576
559.149963,211,1216.404061
801.699986,242,1216.603243
380.449995,157,1216.727355
-85.75,115,1216.818438
41.45,131,1216.927537
571.849991,211,1217.093689
61.099994,112,1217.18277
422.749987,163,1217.71025
639.149977,235,1217.911432
380.1,148,1218.036546
731.249983,249,1218.246737
187.699999,164,1218.390869
-37.55,131,1218.893326
415.849991,161,1219.021442
208.499975,166,1219.158567
272.299956,174,1219.302698
366.049981,181,1219.456838
489.299998,218,1219.638003
528.249992,187,1220.184501
-51.5,130,1220.292599
522.849977,249,1220.500788
817.749997,277,1220.726994
302.999998,158,1220.858113
536.6,220,1221.402608
89.149999,169,1221.538235
571.399989,200,1221.706389
-24.200001,136,1221.817489
90.849996,111,1221.911575
575.05,193,1222.063713
410.499969,218,1222.597199
138.000005,168,1222.736325
634.149984,243,1222.940511
-85.8,116,1223.036598
200.849995,129,1223.147699
-105.05,101,1223.231871
-105.0,100,1223.312036
652.549991,229,1223.952745
431.949999,167,1224.086867
559.199999,182,1224.248013
-85.75,115,1224.338095
260.299991,128,1224.440188
-47.55,131,1224.544283
580.24998,207,1225.073765
455.949955,221,1225.261935
418.449976,155,1225.397058
737.099967,246,1225.609251
679.849944,231,1225.80543
199.549975,201,1226.341918
429.999993,210,1226.522082
-85.8,116,1226.61917
337.449989,131,1226.724266
1135.499959,300,1226.991509
497.599974,206,1227.532001
-85.8,116,1227.626086
29.7,146,1227.743193
943.299911,286,1227.977406
156.299993,114,1228.077497
608.550003,211,1228.254658
317.049946,191,1228.780136
31.850004,149,1228.908253
461.650001,213,1229.088416
730.199957,264,1229.314622
-43.350001,139,1229.426724
495.799982,182,1229.937189
665.799982,220,1230.120355
19.45,131,1230.238463
-105.1,102,1230.320537
138.649999,125,1230.430638
445.800001,172,1230.575769
605.899977,220,1230.758936
254.399994,172,1231.268399
300.65,147,1231.395515
989.499983,300,1231.64274
508.799961,218,1231.830414
379.599994,160,1231.959531
294.750001,195,1232.471997
-104.95,99,1232.549067
568.049991,215,1232.735237
181.399994,174,1232.876365
303.199995,162,1233.011488
169.349996,169,1233.15662
677.899995,234,1233.695345
678.300005,216,1233.892583
465.649994,165,1234.028706
77.2,158,1234.162828
566.049994,257,1234.383029
438.399987,186,1234.9015
825.349961,255,1235.120699
484.449969,231,1235.305868
597.799994,214,1235.476022
665.49999,238,1236.013512
-105.05,101,1236.09959
530.749992,177,1236.239717
1108.699995,300,1236.487943
-105.05,101,1236.574022
187.249998,199,1236.735168
657.150006,217,1237.280664
1106.700001,300,1237.536898
349.050002,217,1237.711056
593.349996,221,1237.90223
674.04999,221,1238.439718
-1.2,144,1238.56183
59.599998,106,1238.649909
141.349999,129,1238.759009
58.599999,138,1238.884123
1201.299884,300,1239.149364
1094.299953,300,1239.761921
511.699998,232,1239.951093
584.149987,191,1240.106235
413.299995,154,1240.242358
876.049966,271,1240.456554
647.599942,216,1240.994042
503.199982,174,1241.152186
14.149986,143,1241.274297
8.4,132,1241.390403
349.199996,152,1241.524525
91.55,129,1241.631623
-24.9,140,1242.106054
521.949982,183,1242.260697
-105.05,101,1242.341771
472.199996,184,1242.49091
79.950003,141,1242.611015
1148.299935,300,1242.850233
-105.0,100,1242.932308
1104.099977,300,1243.541862
169.549987,179,1243.680989
19.799999,136,1243.794092
157.349996,153,1243.924258
584.700003,226,1244.119004
-21.399998,146,1244.602444
689.09998,226,1244.790616
292.849998,163,1244.928741
-105.1,102,1245.013819
-105.1,102,1245.167959
241.999997,128,1245.286067
819.599992,242,1245.868596
727.549953,269,1246.103811
-105.1,102,1246.190889
532.799982,204,1246.36805
681.199988,224,1246.568232
1157.599966,300,1247.176786
757.300008,240,1247.379971
-21.900007,138,1247.499079
115.149979,133,1247.61018
-104.95,99,1247.689252
223.199951,200,1247.850399
-53.75,115,1248.317824
295.199984,120,1248.416914
861.499937,294,1248.656132
543.599949,234,1248.85131
-105.05,101,1248.931382
-105.0,100,1249.019463
362.399961,150,1249.160591
887.399992,274,1249.750127
592.000002,186,1249.906269
407.299994,164,1250.043394
281.499997,192,1250.211547
105.149998,135,1250.32465
240.550005,163,1250.827107
11.850001,145,1250.95222
87.199961,150,1251.075332
159.399988,134,1251.194441
383.55,189,1251.350583
-75.8,116,1251.449673
